0,801.94
0.5,802.57
1,801.77
1.5,795.99
2,803.19
2.5,803.74
3,804.04
3.5,797.37
4,801.05
4.5,804.13
5,797.15
5.5,802.13
6,803.13
6.5,797.12
7,796.49
7.5,798.08
8,801.59
8.5,805.64
9,797.38
9.5,805.77
10,795.86
10.5,802.49
11,796.79
11.5,801.23
12,802.46
12.5,795.65
13,805
13.5,798.34
14,797.41
14.5,804.79
15,803.49
15.5,803.77
16,805.41
16.5,807.52
17,799.27
17.5,800.83
18,802.05
18.5,795.45
19,796.96
19.5,801.16
20,802.24
20.5,801.26
