Time ,Thermistor,Potentiometer,
1861,479,594,
1862,479,595,
1863,479,595,
1864,479,594,
1865,479,595,
1866,480,595,
1867,480,595,
1868,479,594,
1869,480,595,
1870,479,595,
1871,479,594,
1872,480,595,
1873,480,595,
1874,479,594,
1875,479,595,
1876,480,594,
1877,479,595,
1878,479,594,
1879,480,594,
1880,480,595,
1881,479,594,
1882,479,594,
1883,480,595,
1884,479,594,
1885,479,594,
1886,479,594,
1887,480,595,
1888,479,594,
1889,480,594,
1890,480,595,
1891,479,595,
1892,479,595,
1893,480,595,
1894,479,595,
1895,479,594,
1896,480,595,
1897,479,595,
1898,479,594,
1899,479,594,
1900,480,595,
1901,479,595,
1902,479,594,
1903,480,594,
1904,479,595,
1905,479,594,
1906,479,595,
1907,480,595,
1908,479,595,
1909,479,594,
1910,480,595,
1911,480,594,
1912,479,594,
1913,480,595,
1914,479,595,
1915,479,594,
1916,479,594,
1917,480,595,
1918,480,595,
1919,479,594,
1920,480,594,
1921,479,595,
1922,479,594,
1923,480,595,
1924,480,595,
1925,479,595,
1926,479,594,
1927,480,595,
1928,480,595,
1929,479,594,
1930,480,595,
1931,479,595,
1932,479,595,
1933,479,595,
1934,480,595,
1935,479,595,
1936,479,594,
1937,480,595,
1938,479,595,
1939,479,595,
1940,480,594,
1941,480,595,
1942,480,594,
1943,479,594,
1944,480,594,
1945,480,595,
1946,479,594,
1947,480,595,
1948,480,595,
1949,479,595,
1950,479,595,
1951,480,595,
1952,480,594,
1953,479,595,
1954,480,594,
1955,480,595,
1956,479,595,
1957,480,594,
1958,480,594,
1959,479,595,
1960,480,594,
1961,480,594,
1962,479,595,
1963,479,594,
1964,480,594,
1965,480,595,
1966,479,594,
1967,480,595,
1968,480,595,
1969,479,594,
1970,480,595,
1971,480,594,
1972,480,595,
1973,479,594,
1974,480,594,
1975,480,595,
1976,479,594,
1977,480,594,
1978,480,595,
1979,479,594,
1980,479,595,
1981,480,594,
1982,480,595,
1983,480,594,
1984,480,594,
1985,480,595,
1986,480,594,
1987,479,594,
1988,480,595,
1989,480,595,
1990,479,594,
1991,480,595,
1992,480,594,
1993,479,594,
1994,479,594,
1995,480,595,
1996,480,595,
1997,479,594,
1998,480,594,
1999,480,595,
2000,479,594,
2001,480,595,
2002,480,595,
2003,480,595,
2004,479,594,
2005,480,595,
2006,480,595,
2007,479,594,
2008,480,594,
2009,480,595,
2010,480,594,
2011,480,594,
2012,480,595,
2013,480,595,
2014,479,594,
2015,480,594,
2016,480,595,
2017,479,594,
2018,479,595,
2019,480,594,
2020,480,595,
2021,480,594,
2022,480,595,
2023,480,595,
2024,479,594,
2025,480,594,
2026,480,595,
2027,479,594,
2028,479,594,
2029,480,594,
2030,480,595,
2031,479,594,
2032,480,595,
2033,480,595,
2034,479,595,
2035,480,595,
2036,480,595,
2037,480,595,
2038,479,594,
2039,480,594,
2040,480,595,
2041,479,594,
2042,480,594,
2043,480,595,
2044,479,595,
2045,479,594,
2046,480,595,
2047,480,595,
2048,480,594,
2049,480,594,
2050,480,595,
2051,479,594,
2052,479,595,
2053,480,595,
2054,480,595,
2055,480,595,
2056,480,594,
2057,480,595,
2058,480,595,
2059,480,594,
2060,480,595,
2061,480,595,
2062,480,595,
2063,480,595,
2064,480,595,
2065,480,595,
2066,480,595,
2067,480,595,
2068,480,601,
2069,480,613,
2070,480,632,
2071,480,654,
2072,479,677,
2073,480,701,
2074,480,726,
2075,479,759,
2076,480,797,
2077,480,842,
2078,480,894,
2079,480,958,
2080,480,1002,
2081,480,1023,
2082,480,1022,
2083,480,1023,
2084,480,1023,
2085,480,1023,
2086,480,1023,
2087,480,1023,
2088,480,1023,
2089,480,1022,
2090,480,1022,
2091,480,1022,
2092,480,1023,
2093,480,1022,
2094,480,1023,
2095,480,1023,
2096,480,1023,
2097,480,1023,
2098,480,1023,
2099,480,1023,
2100,480,1022,
2101,480,1023,
2102,480,1022,
2103,480,1022,
2104,480,1023,
2105,480,1023,
2106,480,1023,
2107,480,1023,
2108,480,1023,
2109,480,1023,
2110,480,1022,
2111,480,1023,
2112,481,1022,
2113,480,1022,
2114,480,1023,
2115,480,1022,
2116,480,1023,
2117,480,1023,
2118,481,1023,
2119,480,1023,
2120,480,1023,
2121,480,1023,
2122,480,1023,
2123,480,1022,
2124,480,1022,
2125,480,1023,
2126,480,1022,
2127,480,1023,
2128,480,1023,
2129,480,1023,
2130,480,1023,
2131,480,1022,
2132,480,1023,
2133,480,1022,
2134,480,1022,
2135,480,1022,
2136,480,1023,
2137,480,1023,
2138,480,1023,
2139,480,1023,
2140,480,1023,
2141,481,1023,
2142,480,1023,
2143,480,1022,
2144,481,1022,
2145,481,1023,
2146,481,1022,
2147,481,1022,
2148,480,1023,
2149,480,1022,
2150,481,1023,
2151,480,1023,
2152,480,1023,
2153,481,1023,
2154,480,1023,
2155,481,1022,
2156,481,1022,
2157,481,1023,
2158,481,1023,
2159,481,1023,
2160,480,1023,
2161,480,1023,
2162,481,1023,
2163,480,1023,
2164,481,1023,
2165,481,1023,
2166,481,1022,
2167,481,1022,
2168,481,1022,
2169,481,1023,
2170,481,1023,
2171,480,1023,
2172,481,1023,
2173,481,1023,
2174,481,1023,
2175,481,1022,
2176,481,1022,
2177,481,1022,
2178,481,1022,
2179,480,1022,
2180,481,1022,
2181,481,1023,
2182,481,1023,
2183,481,1023,
2184,481,1023,
2185,481,1023,
2186,481,1022,
2187,481,1023,
2188,481,1023,
2189,481,1023,
2190,481,1022,
2191,481,1022,
2192,481,1023,
2193,481,1023,
2194,481,1023,
2195,481,1023,
2196,481,1022,
2197,481,1023,
2198,481,1022,
2199,481,1022,
2200,481,1022,
2201,481,1023,
2202,481,1023,
2203,481,1022,
2204,481,1023,
2205,481,1023,
2206,481,1023,
2207,481,1023,
2208,481,1023,
2209,481,1022,
2210,481,1023,
2211,481,1022,
2212,481,1022,
2213,481,1023,
2214,481,1023,
2215,481,1023,
2216,481,1023,
2217,481,1023,
2218,481,1023,
2219,481,1023,
2220,482,1022,
2221,481,1022,
2222,481,1022,
2223,482,1023,
2224,481,1023,
2225,481,1023,
2226,481,1022,
2227,481,1022,
2228,481,1023,
2229,481,1023,
2230,481,1023,
2231,481,1022,
2232,481,1023,
2233,482,1022,
2234,481,1023,
2235,482,1023,
2236,481,1023,
2237,481,1023,
2238,481,1023,
2239,481,1023,
2240,482,1022,
2241,481,1023,
2242,481,1022,
2243,482,1022,
2244,482,1023,
2245,482,1023,
2246,482,1023,
2247,481,1023,
2248,481,1023,
2249,481,1023,
2250,481,1023,
2251,481,1023,
2252,481,1023,
2253,482,1023,
2254,481,1022,
2255,482,1022,
2256,482,1022,
2257,482,1023,
2258,481,1023,
2259,481,1023,
2260,481,1023,
2261,481,1023,
2262,482,1022,
2263,481,1023,
2264,481,1023,
2265,482,1022,
2266,482,1023,
2267,482,1023,
2268,482,1023,
2269,482,1023,
2270,481,1023,
2271,482,1023,
2272,481,1023,
2273,482,1023,
2274,482,1023,
2275,482,1022,
2276,482,1022,
2277,482,1023,
2278,482,1023,
2279,482,1023,
2280,482,1023,
2281,482,1023,
2282,482,1023,
2283,482,1023,
2284,482,1023,
2285,482,1022,
2286,482,1022,
2287,482,1023,
2288,482,1022,
2289,482,1022,
2290,482,1023,
2291,482,1023,
2292,482,1023,
2293,482,1023,
2294,482,1022,
2295,482,1023,
2296,482,1022,
2297,482,1023,
2298,482,1022,
2299,482,1023,
2300,482,1023,
2301,482,1023,
2302,482,1023,
2303,482,1023,
2304,482,1023,
2305,482,1023,
2306,482,1023,
2307,482,1022,
2308,483,1022,
2309,482,1023,
2310,482,1023,
2311,483,1022,
2312,483,1023,
2313,482,1023,
2314,482,1023,
2315,482,1023,
2316,482,1023,
2317,482,1023,
2318,483,1022,
2319,483,1022,
2320,482,1023,
2321,482,1022,
2322,482,1023,
2323,482,1023,
2324,482,1022,
2325,483,1022,
2326,482,1023,
2327,482,1023,
2328,482,1023,
2329,482,1022,
2330,482,1022,
2331,483,1022,
2332,482,1022,
2333,482,1023,
2334,482,1023,
2335,482,1023,
2336,482,1023,
2337,482,1023,
2338,482,1023,
2339,482,1023,
2340,483,1022,
2341,482,1022,
2342,483,1022,
2343,483,1022,
2344,482,1023,
2345,482,1023,
2346,482,1023,
2347,482,1023,
2348,483,1023,
2349,482,1023,
2350,483,1023,
2351,483,1023,
2352,483,1022,
2353,483,1022,
2354,483,1022,
2355,483,1022,
2356,483,1023,
2357,482,1023,
2358,482,1023,
2359,482,1023,
2360,482,1023,
2361,483,1023,
2362,482,1023,
2363,483,1022,
2364,483,1022,
2365,483,1023,
2366,483,1023,
2367,483,1023,
2368,483,1023,
2369,483,1023,
2370,483,1023,
2371,483,1023,
2372,483,1023,
2373,483,1022,
2374,483,1022,
2375,483,1022,
2376,483,1022,
2377,483,1023,
2378,483,1022,
2379,483,1023,
2380,483,1023,
2381,483,1023,
2382,483,1023,
2383,483,1023,
2384,483,1023,
2385,483,1022,
2386,483,1023,
2387,483,1023,
2388,483,1023,
2389,483,1023,
2390,483,1023,
2391,483,1023,
2392,483,1023,
2393,483,1023,
2394,483,1023,
2395,483,1023,
2396,483,1023,
2397,483,1023,
2398,483,1022,
2399,483,1023,
2400,483,1023,
2401,483,1023,
2402,483,1023,
2403,483,1023,
2404,483,1022,
2405,483,1022,
2406,483,1023,
2407,483,1022,
2408,483,1023,
2409,483,1022,
2410,483,1023,
2411,483,1023,
2412,483,1023,
2413,483,1023,
2414,483,1023,
2415,483,1023,
2416,483,1023,
2417,483,1023,
2418,483,1022,
2419,483,1022,
2420,483,1022,
2421,483,1023,
2422,483,1023,
2423,484,1023,
2424,483,1023,
2425,483,1023,
2426,483,1023,
2427,483,1022,
2428,483,1023,
2429,483,1022,
2430,483,1022,
2431,483,1023,
2432,483,1023,
2433,483,1023,
2434,484,1023,
2435,483,1023,
2436,483,1023,
2437,483,1023,
2438,483,1022,
2439,483,1023,
2440,484,1022,
2441,483,1022,
2442,483,1022,
2443,484,1023,
2444,484,1023,
2445,483,1023,
2446,483,1023,
2447,484,1023,
2448,483,1023,
2449,483,1023,
2450,483,1022,
2451,483,1022,
2452,484,1022,
2453,484,1022,
2454,483,1023,
2455,484,1022,
2456,484,1023,
2457,483,1023,
2458,483,1023,
2459,483,1023,
2460,484,1023,
2461,484,1022,
2462,484,1023,
2463,484,1022,
2464,484,1022,
2465,484,1023,
2466,483,1023,
2467,484,1023,
2468,483,1023,
2469,484,1023,
2470,483,1023,
2471,484,1023,
2472,484,1023,
2473,484,1022,
2474,484,1022,
2475,484,1023,
2476,484,1023,
2477,484,1023,
2478,484,1023,
2479,484,1023,
2480,484,1023,
2481,484,1023,
2482,484,1023,
2483,484,1022,
2484,484,1023,
2485,484,1022,
2486,484,1022,
2487,484,1023,
2488,484,1023,
2489,484,1023,
2490,484,1023,
2491,484,1023,
2492,484,1023,
2493,484,1023,
2494,484,1022,
2495,484,1022,
2496,484,1022,
2497,484,1023,
2498,484,1023,
2499,484,1023,
2500,484,1023,
2501,484,1023,
2502,484,1023,
2503,484,1023,
2504,484,1023,
2505,484,1022,
2506,484,1022,
2507,484,1022,
2508,484,1023,
2509,484,1023,
2510,484,1023,
2511,484,1023,
2512,484,1023,
2513,484,1023,
2514,484,1022,
2515,484,1023,
2516,484,1022,
2517,484,1022,
2518,485,1022,
2519,484,1022,
2520,484,1023,
2521,484,1023,
2522,484,1023,
2523,484,1023,
2524,484,1023,
2525,484,1023,
2526,484,1023,
2527,484,1022,
2528,484,1023,
2529,484,1022,
2530,484,1022,
2531,484,1022,
2532,484,1023,
2533,484,1023,
2534,484,1023,
2535,484,1023,
2536,484,1023,
2537,484,1023,
2538,484,1022,
2539,485,1023,
2540,484,1022,
2541,485,1022,
2542,484,1022,
2543,484,1023,
2544,484,1023,
2545,485,1023,
2546,485,1023,
2547,484,1023,
2548,485,1023,
2549,485,1023,
2550,485,1023,
2551,485,1022,
2552,485,1022,
2553,485,1022,
2554,485,1023,
2555,484,1023,
2556,484,1023,
2557,484,1023,
2558,484,1023,
2559,485,1023,
2560,485,1022,
2561,485,1023,
2562,485,1023,
2563,485,1022,
2564,485,1022,
2565,485,1023,
2566,485,1023,
2567,485,1023,
2568,484,1023,
2569,484,1023,
2570,485,1022,
2571,485,1023,
2572,485,1022,
2573,485,1022,
2574,485,1023,
2575,485,1023,
2576,485,1023,
2577,485,1022,
2578,485,1023,
2579,485,1023,
2580,485,1023,
2581,485,1023,
2582,485,1023,
2583,485,1022,
2584,485,1022,
2585,485,1023,
2586,485,1023,
2587,485,1023,
2588,485,1023,
2589,485,1023,
2590,485,1023,
2591,485,1023,
2592,485,1023,
2593,485,1023,
2594,485,1022,
2595,485,1022,
2596,485,1022,
2597,485,1022,
2598,485,1023,
2599,485,1023,
2600,485,1023,
2601,485,1023,
2602,485,1023,
2603,485,1023,
2604,485,1022,
2605,485,1022,
2606,485,1022,
2607,485,1022,
2608,485,1023,
2609,485,1023,
2610,485,1023,
2611,485,1023,
2612,485,1022,
2613,485,1023,
2614,485,1023,
2615,485,1022,
2616,485,1022,
2617,485,1022,
2618,485,1022,
2619,485,1022,
2620,485,1023,
2621,485,1023,
2622,485,1023,
2623,485,1023,
2624,485,1023,
2625,485,1023,
2626,485,1023,
2627,485,1022,
2628,485,1022,
2629,485,1022,
2630,485,1023,
2631,485,1023,
2632,485,1023,
2633,485,1023,
2634,485,1023,
2635,485,1023,
2636,486,1023,
2637,485,1023,
2638,485,1023,
2639,485,1022,
2640,486,1022,
2641,486,1023,
2642,486,1023,
2643,485,1023,
2644,485,1023,
2645,485,1023,
2646,485,1023,
2647,485,1023,
2648,485,1022,
2649,485,1023,
2650,485,1022,
2651,486,1022,
2652,485,1023,
2653,486,1022,
2654,486,1023,
2655,485,1023,
2656,485,1023,
2657,485,1023,
2658,485,1023,
2659,485,1023,
2660,486,1022,
2661,485,1022,
2662,486,1023,
2663,486,1022,
2664,486,1023,
2665,485,1023,
2666,486,1023,
2667,486,1023,
2668,485,1023,
2669,486,1023,
2670,486,1022,
2671,486,1023,
2672,486,1022,
2673,486,1023,
2674,486,1023,
2675,486,1023,
2676,486,1023,
2677,486,1023,
2678,485,1023,
2679,486,1023,
2680,485,1023,
2681,486,1022,
2682,486,1022,
2683,486,1023,
2684,486,1022,
2685,486,1022,
2686,486,1023,
2687,486,1023,
2688,486,1023,
2689,486,1023,
2690,486,1023,
2691,486,1022,
2692,486,1022,
2693,486,1023,
2694,486,1022,
2695,486,1022,
2696,486,1023,
2697,486,1022,
2698,486,1023,
2699,486,1023,
2700,486,1023,
2701,486,1023,
2702,486,1023,
2703,486,1023,
2704,486,1022,
2705,486,1022,
2706,486,1022,
2707,486,1022,
2708,486,1023,
2709,486,1023,
2710,486,1023,
2711,486,1023,
2712,486,1023,
2713,486,1023,
2714,486,1023,
2715,486,1023,
2716,486,1022,
2717,486,1022,
2718,486,1023,
2719,486,1023,
2720,486,1023,
2721,486,1023,
2722,486,1023,
2723,486,1023,
2724,486,1023,
2725,486,1023,
2726,486,1023,
2727,486,1023,
2728,486,1023,
2729,486,1023,
2730,486,1022,
2731,486,1023,
2732,486,1023,
2733,486,1023,
2734,486,1022,
2735,486,1023,
2736,486,1023,
2737,486,1023,
2738,486,1022,
2739,486,1023,
2740,486,1023,
2741,487,1023,
2742,486,1023,
2743,486,1023,
2744,486,1023,
2745,486,1023,
2746,486,1023,
2747,486,1022,
2748,486,1022,
2749,486,1022,
2750,486,1022,
2751,486,1023,
2752,486,1022,
2753,486,1023,
2754,486,1023,
2755,486,1023,
2756,486,1023,
2757,486,1022,
2758,486,1023,
2759,486,1023,
2760,486,1023,
2761,486,1022,
2762,486,1023,
2763,486,1023,
2764,486,1023,
2765,486,1023,
2766,486,1023,
2767,486,1023,
2768,486,1023,
2769,486,1023,
2770,487,1022,
2771,486,1022,
2772,487,1022,
2773,486,1022,
2774,486,1023,
2775,486,1023,
2776,486,1023,
2777,486,1023,
2778,486,1023,
2779,486,1022,
2780,487,1023,
2781,486,1022,
2782,486,1022,
2783,486,1022,
2784,486,1022,
2785,486,1023,
2786,486,1023,
2787,486,1023,
2788,486,1023,
2789,486,1023,
2790,486,1023,
2791,487,1023,
2792,487,1023,
2793,487,1022,
2794,487,1023,
2795,487,1023,
2796,487,1023,
2797,486,1023,
2798,487,1023,
2799,486,1023,
2800,486,1023,
2801,487,1023,
2802,486,1023,
2803,487,1022,
2804,487,1022,
2805,487,1023,
2806,487,1022,
2807,487,1023,
2808,486,1023,
2809,486,1023,
2810,487,1023,
2811,487,1023,
2812,486,1023,
2813,486,1023,
2814,487,1023,
2815,487,1022,
2816,487,1022,
2817,487,1023,
2818,487,1023,
2819,487,1023,
2820,487,1023,
2821,487,1022,
2822,486,1023,
2823,487,1023,
2824,487,1023,
2825,487,1023,
2826,487,1022,
2827,487,1023,
2828,487,1022,
2829,487,1022,
2830,487,1023,
2831,487,1023,
2832,487,1023,
2833,487,1023,
2834,487,1023,
2835,487,1023,
2836,487,1022,
2837,487,1023,
2838,487,1022,
2839,487,1023,
2840,487,1023,
2841,487,1022,
2842,487,1023,
2843,487,1023,
2844,487,1022,
2845,487,1023,
2846,487,1023,
2847,487,1023,
2848,487,1022,
2849,487,1022,
2850,487,1022,
2851,487,1023,
2852,487,1022,
2853,487,1023,
2854,487,1023,
2855,487,1023,
2856,487,1023,
2857,487,1022,
2858,487,1022,
2859,487,1022,
2860,487,1022,
2861,487,1022,
2862,487,1022,
2863,487,1023,
2864,487,1023,
2865,487,1023,
2866,487,1023,
2867,487,1023,
2868,487,1023,
2869,487,1022,
2870,487,1022,
2871,487,1022,
2872,487,1021,
2873,487,1022,
2874,487,1022,
2875,486,1023,
2876,487,1023,
2877,487,1023,
2878,487,1023,
2879,487,1023,
2880,487,1023,
2881,487,1022,
2882,487,1023,
2883,487,1022,
2884,487,1022,
2885,487,1023,
2886,487,1023,
2887,487,1023,
2888,487,1023,
2889,487,1023,
2890,487,1023,
2891,488,1023,
2892,487,1022,
2893,487,1022,
2894,487,1022,
2895,487,1022,
2896,487,1023,
2897,487,1023,
2898,487,1023,
2899,487,1023,
2900,488,1023,
2901,487,1023,
2902,487,1023,
2903,488,1022,
2904,488,1022,
2905,487,1022,
2906,488,1022,
2907,487,1023,
2908,487,1023,
2909,487,1023,
2910,487,1023,
2911,487,1023,
2912,487,1023,
2913,487,1023,
2914,488,1023,
2915,488,1023,
2916,488,1022,
2917,488,1022,
2918,487,1023,
2919,488,1023,
2920,488,1023,
2921,487,1023,
2922,487,1023,
2923,487,1023,
2924,488,1023,
2925,487,1022,
2926,488,1022,
2927,487,1023,
2928,488,1022,
2929,488,1022,
2930,487,1023,
2931,487,1023,
2932,488,1023,
2933,487,1023,
2934,487,1023,
2935,487,1023,
2936,488,1023,
2937,488,1023,
2938,488,1022,
2939,488,1022,
2940,488,1023,
2941,488,1023,
2942,488,1023,
2943,488,1022,
2944,487,1023,
2945,487,1023,
2946,488,1023,
2947,487,1023,
2948,488,1023,
2949,488,1023,
2950,488,1022,
2951,488,1023,
2952,488,1023,
2953,488,1023,
2954,488,1023,
2955,488,1023,
2956,488,1023,
2957,488,1023,
2958,488,1023,
2959,488,1023,
2960,488,1022,
2961,488,1022,
2962,488,1022,
2963,488,1022,
2964,488,1023,
2965,488,1023,
2966,488,1023,
2967,488,1023,
2968,488,1023,
2969,488,1022,
2970,488,1022,
2971,488,1022,
2972,488,1023,
2973,488,1023,
2974,488,1022,
2975,488,1023,
2976,488,1023,
2977,488,1023,
2978,488,1023,
2979,488,1023,
2980,488,1023,
2981,488,1022,
2982,488,1023,
2983,488,1022,
2984,488,1023,
2985,488,1022,
2986,488,1023,
2987,488,1023,
2988,488,1023,
2989,488,1023,
2990,488,1023,
2991,488,1023,
2992,488,1023,
2993,488,1022,
2994,488,1022,
2995,488,1022,
2996,488,1022,
2997,488,1022,
2998,488,1023,
2999,488,1023,
3000,488,1023,
3001,488,1023,
3002,488,1023,
3003,488,1023,
3004,488,1022,
3005,488,1023,
3006,489,1023,
3007,488,1022,
3008,488,1023,
3009,488,1023,
3010,488,1023,
3011,488,1023,
3012,488,1022,
3013,488,1023,
3014,489,1023,
3015,488,1023,
3016,489,1023,
3017,488,1022,
3018,488,1023,
3019,488,1022,
3020,488,1022,
3021,488,1023,
3022,488,1023,
3023,488,1023,
3024,488,1023,
3025,488,1022,
3026,488,1023,
3027,488,1023,
3028,488,1023,
3029,489,1022,
3030,488,1023,
3031,489,1023,
3032,488,1022,
3033,488,1023,
3034,488,1023,
3035,488,1022,
3036,488,1023,
3037,488,1022,
3038,489,1022,
3039,489,1022,
3040,488,1023,
3041,489,1022,
3042,488,1023,
3043,488,1022,
3044,488,1023,
3045,488,1023,
3046,488,1023,
3047,488,1023,
3048,488,1023,
3049,489,1022,
3050,488,1022,
3051,489,1022,
3052,488,1023,
3053,488,1023,
3054,488,1023,
3055,489,1023,
3056,489,1023,
3057,489,1023,
3058,489,1023,
3059,488,1023,
3060,489,1022,
3061,489,1022,
3062,488,1022,
3063,489,1022,
3064,489,1023,
3065,489,1023,
3066,488,1023,
3067,488,1023,
3068,489,1023,
3069,488,1023,
3070,488,1022,
3071,488,1022,
3072,489,1023,
3073,488,1023,
3074,489,1022,
3075,488,1023,
3076,489,1023,
3077,488,1023,
3078,488,1023,
3079,488,1023,
3080,488,1023,
3081,489,1023,
3082,489,1022,
3083,489,1022,
3084,489,1022,
3085,489,1022,
3086,489,1023,
3087,489,1023,
3088,488,1022,
3089,488,1023,
3090,488,1023,
3091,488,1023,
3092,489,1023,
3093,488,1023,
3094,489,1022,
3095,489,1022,
3096,489,1022,
3097,488,1022,
3098,489,1023,
3099,489,1023,
3100,489,1023,
3101,489,1023,
3102,488,1023,
3103,489,1023,
3104,489,1023,
3105,489,1023,
3106,489,1023,
3107,489,1022,
3108,489,1023,
3109,489,1023,
3110,489,1023,
3111,489,1023,
3112,489,1023,
3113,489,1023,
3114,489,1023,
3115,489,1022,
3116,489,1023,
3117,489,1023,
3118,489,1023,
3119,489,1022,
3120,489,1023,
3121,489,1023,
3122,489,1023,
3123,489,1023,
3124,489,1023,
3125,489,1022,
3126,489,1023,
3127,489,1023,
3128,489,1022,
3129,489,1022,
3130,489,1022,
3131,489,1023,
3132,489,1023,
3133,489,1023,
3134,489,1022,
3135,489,1023,
3136,489,1023,
3137,489,1023,
3138,489,1022,
3139,489,1022,
3140,489,1022,
3141,489,1022,
3142,489,1022,
3143,489,1023,
3144,489,1023,
3145,489,1023,
3146,489,1023,
3147,489,1023,
3148,489,1022,
3149,489,1023,
3150,489,1023,
3151,489,1022,
3152,489,1022,
3153,489,1021,
3154,489,1023,
3155,489,1023,
3156,489,1023,
3157,489,1023,
3158,489,1023,
3159,489,1023,
3160,489,1023,
3161,489,1023,
3162,489,1023,
3163,489,1022,
3164,489,1022,
3165,489,1022,
3166,489,1023,
3167,489,1023,
3168,489,1023,
3169,489,1023,
3170,489,1023,
3171,489,1023,
3172,489,1023,
3173,489,1021,
3174,489,1023,
3175,489,1023,
3176,489,1023,
3177,489,1023,
3178,489,1023,
3179,489,1023,
3180,489,1023,
3181,489,1023,
3182,489,1023,
3183,489,1022,
3184,489,1023,
3185,489,1022,
3186,489,1023,
3187,489,1022,
3188,489,1023,
3189,489,1023,
3190,489,1023,
3191,489,1023,
3192,489,1023,
3193,489,1023,
3194,489,1022,
3195,489,1023,
3196,489,1022,
3197,489,1023,
3198,489,1022,
3199,489,1023,
3200,489,1023,
3201,489,1023,
3202,489,1023,
3203,489,1022,
3204,489,1023,
3205,489,1023,
3206,489,1023,
3207,489,1022,
3208,489,1022,
3209,489,1022,
3210,489,1022,
3211,489,1023,
3212,489,1023,
3213,489,1023,
3214,489,1023,
3215,489,1023,
3216,489,1023,
3217,489,1023,
3218,489,1023,
3219,490,1022,
3220,489,1022,
3221,489,1023,
3222,489,1023,
3223,489,1023,
3224,489,1023,
3225,489,1023,
3226,489,1023,
3227,489,1023,
3228,489,1022,
3229,489,1022,
3230,489,1022,
3231,489,1023,
3232,490,1022,
3233,489,1023,
3234,489,1022,
3235,489,1023,
3236,489,1023,
3237,489,1023,
3238,489,1023,
3239,489,1023,
3240,489,1023,
3241,489,1022,
3242,489,1022,
3243,489,1022,
3244,489,1023,
3245,489,1023,
3246,489,1023,
3247,489,1023,
3248,489,1023,
3249,489,1023,
3250,489,1023,
3251,489,1023,
3252,490,1022,
3253,489,1022,
3254,489,1022,
3255,489,1023,
3256,489,1022,
3257,489,1023,
3258,489,1023,
3259,489,1023,
3260,489,1022,
3261,490,1023,
3262,490,1023,
3263,489,1023,
3264,490,1022,
3265,489,1022,
3266,489,1022,
3267,490,1023,
3268,490,1023,
3269,489,1023,
3270,489,1023,
3271,489,1023,
3272,489,1023,
3273,489,1023,
3274,489,1023,
3275,489,1022,
3276,489,1022,
3277,490,1022,
3278,489,1023,
3279,489,1023,
3280,490,1023,
3281,489,1023,
3282,489,1023,
3283,490,1023,
3284,489,1023,
3285,489,1022,
3286,489,1022,
3287,490,1023,
3288,489,1022,
3289,490,1022,
3290,489,1023,
3291,489,1023,
3292,489,1023,
3293,489,1023,
3294,489,1023,
3295,490,1023,
3296,490,1023,
3297,490,1022,
3298,489,1022,
3299,490,1023,
3300,489,1023,
3301,490,1022,
3302,489,1023,
3303,489,1023,
3304,489,1023,
3305,489,1023,
3306,489,1023,
3307,489,1023,
3308,490,1022,
3309,490,1022,
3310,490,1023,
3311,490,1022,
3312,490,1022,
3313,490,1023,
3314,489,1023,
3315,489,1023,
3316,489,1023,
3317,489,1023,
3318,490,1023,
3319,489,1023,
3320,490,1022,
3321,490,1022,
3322,490,1022,
3323,490,1022,
3324,490,1023,
3325,490,1022,
3326,490,1023,
3327,490,1023,
3328,489,1023,
3329,490,1023,
3330,490,1022,
3331,490,1023,
3332,490,1022,
3333,490,1023,
3334,490,1023,
3335,490,1023,
3336,490,1023,
3337,490,1023,
3338,490,1023,
3339,489,1023,
3340,490,1023,
3341,490,1022,
3342,490,1023,
3343,490,1023,
3344,490,1023,
3345,490,1022,
3346,490,1022,
3347,490,1023,
3348,490,1023,
3349,490,1023,
3350,490,1023,
3351,490,1023,
3352,490,1023,
3353,490,1023,
3354,490,1022,
3355,490,1022,
3356,489,1023,
3357,490,1023,
3358,490,1023,
3359,490,1023,
3360,490,1023,
3361,490,1023,
3362,490,1023,
3363,490,1023,
3364,490,1023,
3365,490,1022,
3366,490,1022,
3367,490,1022,
3368,490,1023,
3369,490,1023,
3370,490,1023,
3371,490,1022,
3372,490,1023,
3373,490,1023,
3374,490,1022,
3375,490,1023,
3376,490,1023,
3377,490,1023,
3378,490,1023,
3379,490,1022,
3380,490,1022,
3381,490,1023,
3382,490,1023,
3383,490,1023,
3384,490,1023,
3385,490,1023,
3386,490,1023,
3387,490,1023,
3388,490,1023,
3389,490,1022,
3390,490,1022,
3391,490,1022,
3392,490,1022,
3393,490,1023,
3394,490,1022,
3395,490,1023,
3396,490,1023,
3397,490,1023,
3398,490,1023,
3399,490,1022,
3400,490,1022,
3401,490,1022,
3402,490,1023,
3403,490,1022,
3404,490,1023,
3405,490,1023,
3406,490,1023,
3407,490,1023,
3408,490,1023,
3409,490,1023,
3410,490,1023,
3411,490,1023,
3412,490,1023,
3413,490,1022,
3414,490,1023,
3415,490,1022,
3416,490,1023,
3417,490,1023,
3418,490,1023,
3419,490,1023,
3420,490,1023,
3421,490,1023,
3422,490,1023,
3423,490,1023,
3424,490,1022,
3425,490,1022,
3426,490,1022,
3427,490,1022,
3428,490,1023,
3429,490,1023,
3430,490,1023,
3431,490,1023,
3432,490,1023,
3433,490,1023,
3434,490,1023,
3435,490,1022,
3436,490,1023,
3437,490,1022,
